"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3166114","Alexander  Chistyakov and Artem  Pripadchev and Irina  Radchenko","","","","On Development of a Framework for Massive Source Code Analysis Using Static Code Analyzers","20:1--20:3","20","3","code analysis, open source, static analyzers","10.1145/3166094.3166114","","","","","","","2017","","Proceedings of the 13th Central & Eastern European Software Engineering Conference in Russia","CEE-SECR '17","","978-1-4503-6396-9","St. Petersburg, Russia","ACM","New York, NY, USA"
"article","3196328","Shanshan  Li and Xu  Niu and Zhouyang  Jia and Ji  Wang and Haochen  He and Teng  Wang","","","","Logtracker: Learning Log Revision Behaviors Proactively from Software Evolution History","178--188","","11","failure diagnose, log revision, software evolution","10.1145/3196321.3196328","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3174106","Jane  Hoffswell and Arvind  Satyanarayan and Jeffrey  Heer","","","","Augmenting Code with In Situ Visualizations to Aid Program Understanding","532:1--532:12","532","12","code augmentation, debugging, program behavior, program understanding, visualization","10.1145/3173574.3174106","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","3121259","Oliver  Hummel and Stefan  Burger","","","","Analyzing Source Code for Automated Design Pattern Recommendation","8--14","","7","Code Analysis, Design Patterns, Recommendation System","10.1145/3121257.3121259","","","","","","","2017","","Proceedings of the 3rd ACM SIGSOFT International Workshop on Software Analytics","SWAN 2017","","978-1-4503-5157-7","Paderborn, Germany","ACM","New York, NY, USA"
"article","1960299","J&#246;rg  Liebig and Christian  K&#228;stner and Sven  Apel","","","","Analyzing the Discipline of Preprocessor Annotations in 30 Million Lines of C Code","191--202","","12","conditional compilation, crosscutting concerns, ifdef, preprocessor, virtual separation of concerns","10.1145/1960275.1960299","","","","","","","2011","","Proceedings of the Tenth International Conference on Aspect-oriented Software Development","AOSD '11","","978-1-4503-0605-8","Porto de Galinhas, Brazil","ACM","New York, NY, USA"
"article","3183442","Norman  Peitek","","","","A Neuro-cognitive Perspective of Program Comprehension","496--499","","4","eye tracking, functional magnetic resonance imaging, program comprehension, top-down comprehension","10.1145/3183440.3183442","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2597138","Mark  Grechanik and Collin  McMillan and Tathagata  Dasgupta and Denys  Poshyvanyk and Malcom  Gethers","","","","Redacting Sensitive Information in Software Artifacts","314--325","","12","associative rules, privacy, program comprehension, redaction","10.1145/2597008.2597138","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3106268","Janet  Siegmund and Norman  Peitek and Chris  Parnin and Sven  Apel and Johannes  Hofmeister and Christian  K&#228;stner and Andrew  Begel and Anja  Bethmann and Andr&#233;  Brechmann","","","","Measuring Neural Efficiency of Program Comprehension","140--150","","11","functional magnetic resonance imaging, neural efficiency, program comprehension","10.1145/3106237.3106268","","","","","","","2017","","Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2017","","978-1-4503-5105-8","Paderborn, Germany","ACM","New York, NY, USA"
"article","2597146","Lucas B. L.  de Souza and Eduardo C.  Campos and Marcelo de A.  Maia","","","","Ranking Crowd Knowledge to Assist Software Development","72--82","","11","Q&A services, crowd knowledge, recommendation systems","10.1145/2597008.2597146","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3248921","","","","Session Chair-Stephan  Diehl","Session Details: Visualization for Program Comprehension and Maintenance","--","","","","10.1145/3248921","","","","","","","2010","","Proceedings of the 5th International Symposium on Software Visualization","SOFTVIS '10","","978-1-4503-0028-5","Salt Lake City, Utah, USA","ACM","New York, NY, USA"
"article","3196351","Esteban  Parra and Javier  Escobar-Avila and Sonia  Haiduc","","","","Automatic Tag Recommendation for Software Development Video Tutorials","222--232","","11","automatic tagging, information retrieval, software engineering, video tutorials","10.1145/3196321.3196351","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2891041","Ameer  Armaly and Collin  McMillan","","","","An Empirical Study of Blindness and Program Comprehension","683--685","","3","","10.1145/2889160.2891041","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering Companion","ICSE '16","","978-1-4503-4205-6","Austin, Texas","ACM","New York, NY, USA"
"article","3196337","Marcos  D&#243;sea and Cl&#225;udio  Sant'Anna and Bruno C. da Silva","","","","How Do Design Decisions Affect the Distribution of Software Metrics?","74--85","","12","design decisions, design role, empirical study, metrics","10.1145/3196321.3196337","","","","","","","2018","","Proceedings of the 26th Conference on Program Comprehension","ICPC '18","","978-1-4503-5714-2","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","2846685","Jason T.  Jacques and Per Ola  Kristensson","","","","Understanding the Effects of Code Presentation","27--30","","4","Software visualization, programming, syntax highlighting","10.1145/2846680.2846685","","","","","","","2015","","Proceedings of the 6th Workshop on Evaluation and Usability of Programming Languages and Tools","PLATEAU 2015","","978-1-4503-3907-0","Pittsburgh, PA, USA","ACM","New York, NY, USA"
"article","2597795","Braden  Walters and Timothy  Shaffer and Bonita  Sharif and Huzefa  Kagdi","","","","Capturing Software Traceability Links from Developers' Eye Gazes","201--204","","4","eye-tracking study, traceability link recovery","10.1145/2597008.2597795","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","2635895","Guido  Salvaneschi and Sven  Amann and Sebastian  Proksch and Mira  Mezini","","","","An Empirical Study on Program Comprehension with Reactive Programming","564--575","","12","Controlled Experiment, Empirical Study, Reactive Programming","10.1145/2635868.2635895","","","","","","","2014","","Proceedings of the 22Nd ACM SIGSOFT International Symposium on Foundations of Software Engineering","FSE 2014","","978-1-4503-3056-5","Hong Kong, China","ACM","New York, NY, USA"
"article","2597143","Zhenzhou  Tian and Qinghua  Zheng and Ting  Liu and Ming  Fan and Xiaodong  Zhang and Zijiang  Yang","","","","Plagiarism Detection for Multithreaded Software Based on Thread-aware Software Birthmarks","304--313","","10","Multithreaded Program, Plagiarism Detection, Software Birthmark","10.1145/2597008.2597143","","","","","","","2014","","Proceedings of the 22Nd International Conference on Program Comprehension","ICPC 2014","","978-1-4503-2879-1","Hyderabad, India","ACM","New York, NY, USA"
"article","3195030","Isabella  Ferreira and Eduardo  Fernandes and Diego  Cedrim and Anderson  Uch&#244;a and Ana Carla Bibiano and Alessandro  Garcia and Jo&#227;o Lucas Correia and Filipe  Santos and Gabriel  Nunes and Caio  Barbosa and Baldoino  Fonseca and Rafael  de Mello","","","","The Buggy Side of Code Refactoring: Understanding the Relationship Between Refactorings and Bugs","406--407","","2","bug proneness, empirical study, refactoring, software maintenance","10.1145/3183440.3195030","","","","","","","2018","","Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings","ICSE '18","","978-1-4503-5663-3","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3159485","Quinn  Burke and Cinamon  Bailey and Louise Ann Lyon and Emily  Green","","","","Understanding the Software Development Industry's Perspective on Coding Boot Camps Versus Traditional 4-year Colleges","503--508","","6","coding boot camps, experiential learning, industry needs","10.1145/3159450.3159485","","","","","","","2018","","Proceedings of the 49th ACM Technical Symposium on Computer Science Education","SIGCSE '18","","978-1-4503-5103-4","Baltimore, Maryland, USA","ACM","New York, NY, USA"
"article","2889272","Roberto  Oliveira","","","","When More Heads Are Better Than One?: Understanding and Improving Collaborative Identification of Code Smells","879--882","","4","code smells, collaborative practices, controlled experiment","10.1145/2889160.2889272","","","","","","","2016","","Proceedings of the 38th International Conference on Software Engineering Companion","ICSE '16","","978-1-4503-4205-6","Austin, Texas","ACM","New York, NY, USA"
"article","3106293","Lee  Martie and Andr&#233; van der  Hoek and Thomas  Kwak","","","","Understanding the Impact of Support for Iteration on Code Search","774--785","","12","Code search, internet-scale, iterative","10.1145/3106237.3106293","","","","","","","2017","","Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2017","","978-1-4503-5105-8","Paderborn, Germany","ACM","New York, NY, USA"
"article","3132550","Khaled  Albusays and Stephanie  Ludi and Matt  Huenerfauth","","","","Interviews and Observation of Blind Software Developers at Work to Understand Code Navigation Challenges","91--100","","10","accessibility, blind programmers, code navigation difficulties, programming challenges, user studies","10.1145/3132525.3132550","","","","","","","2017","","Proceedings of the 19th International ACM SIGACCESS Conference on Computers and Accessibility","ASSETS '17","","978-1-4503-4926-0","Baltimore, Maryland, USA","ACM","New York, NY, USA"
"article","2593814","Marco  Konersmann","","","","Rapidly Locating and Understanding Errors Using Runtime Monitoring of Architecture-carrying Code","20--25","","6","Architecture-Carrying Code, Rapid Continuous Software Engineering, Runtime Monitoring","10.1145/2593812.2593814","","","","","","","2014","","Proceedings of the 1st International Workshop on Rapid Continuous Software Engineering","RCoSE 2014","","978-1-4503-2856-2","Hyderabad, India","ACM","New York, NY, USA"
"article","3266261","Vanius  Zapalowski and Daltro Jos&#233; Nunes and Ingrid  Nunes","","","","Understanding Architecture Non-conformance: Why is There a Gap Between Conceptual Architectural Rules and Source Code Dependencies?","22--31","","10","architectural rules, architecture conformance, software architecture","10.1145/3266237.3266261","","","","","","","2018","","Proceedings of the XXXII Brazilian Symposium on Software Engineering","SBES '18","","978-1-4503-6503-1","Sao Carlos, Brazil","ACM","New York, NY, USA"
"article","1879232","Jonas  Tr&#252;mper and Johannes  Bohnet and J&#252;rgen  D&#246;llner","","","","Understanding Complex Multithreaded Software Systems by Using Trace Visualization","133--142","","10","dynamic analysis, multithreading, performance optimization, program comprehension, visualization","10.1145/1879211.1879232","","","","","","","2010","","Proceedings of the 5th International Symposium on Software Visualization","SOFTVIS '10","","978-1-4503-0028-5","Salt Lake City, Utah, USA","ACM","New York, NY, USA"
"article","2643014","Daniele  Zuddas and Wei  Jin and Fabrizio  Pastore and Leonardo  Mariani and Alessandro  Orso","","","","MIMIC: Locating and Understanding Bugs by Analyzing Mimicked Executions","815--826","","12","anomaly detection, debugging, execution synthesis","10.1145/2642937.2643014","","","","","","","2014","","Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering","ASE '14","","978-1-4503-3013-8","Vasteras, Sweden","ACM","New York, NY, USA"
